3.0, 兰若寺中没有了女鬼，钱塘巷里没有了青蛇，石塘咀也没有了如花与十二少，看着依旧喧嚣闹腾的《大话西游3》，只是觉得眼不见紫霞，眼不见至尊宝，这盘丝洞中只剩下了白晶晶，她好孤独啊。
1.0, 继大话2后3明显的至尊宝脱胎换骨了，褪去了成熟和玩世不恭变成了奶油小生，紫霞仙子没有了飘逸灵动变成了傻白甜，这叫人怎么能忍
4.0, 当初看预告就被六耳猕猴和青霞那段吸引，果然有戏，小痞子和高冷系女神的互动太戳老夫少女心了。
1.0, 星爷会怎么想？很悲凉
1.0, 最该吃药的是导演。神奇的是无论你有没有前两部《大话西游》的知识储备，看完后都会一脸懵逼。遥想当年葡萄和墨镜王的夫唱妇随，只觉时过境迁。大写的尴尬，尴尬的笑料，尴尬的演技，尴尬的特效，尴尬的爱情。刘镇伟正在成为下一个王晶的路上狂奔突袭。
1.0, 刘镇伟抢在冯小刚之前使用了圆形画幅！
5.0, 什么是命呢，人定胜天是故事的主题。但最后每个人又屈从于命运，真是造化弄人，令人唏嘘。
2.0, 我是要完蛋了…明明觉得剧情台词人物都尴尬得不要不要的，但是再也没有以往看烂片时会不自觉产生的焦虑感，然后玩手机…我非常心平气和的看完了…还给了两颗星！
4.0, 看的粤语版，居然觉得很不错，笑了也哭了，六耳猕猴剃毛灯芯点灯那段莫名地感动
2.0, 2.9星。1.全程懵逼脸“这个角色为啥要这样做啊”，编剧逻辑喂狗。2.猴子唐僧山寨原版令人发指，原版紫霞俏皮这版在装傻。3.非主流红孩儿是《火力少年王》来客串的？4.阿娇压不住春三十娘，唐嫣也压不住莫文蔚的气场。4.这片子主角是六耳猕猴和青霞么？5.唯一让我笑了的梗竟然是“青霞和秦祥林”。
1.0, 唉，都是些什么啊
1.0, 美瞳出品 诚意圈钱
0, 不想说什么了，阿德虽然你请我看了这部电影，但我真的像吃了屎一样难受，求求你不要再强迫我看这些鸡巴了
5.0, 对韩庚、唐嫣的表演我给五颗星，特效还有提升的空间，吴京很出彩，重新塑造了一个新的唐僧，比刘家英版要帅很多。
1.0," 原本是看追凶者也的，放映机坏掉了被迫看这个，换的还是4D厅。有个镜头:韩庚演的劣质孙悟空对着屏幕放屁（致敬仙履奇缘），然后椅子上的水雾随着屁一起喷到在了我的脸上！还有，天兵天将围剿最终boss的场景……好像一群苍蝇围着粪便在转哦
0分！！！！！"
1.0, 星爷会踏着七色彩云来取......这个......紫霞......的......狗命
1.0, 把真假美猴王的辩论拍出来解释紫霞死之遗憾，还是有那么一点点新意的，然而也仅限于此了。如果说韩庚表演僵硬的话，唐嫣简直就是糟蹋了紫霞，一张口就让人想捅死她。牛魔王和牛香香最后兄妹纠缠的戏份超级恶心，只有打酱油的莫文蔚和阿娇人设正常。可就是这么一破片，靠贩卖IP和艺人又赚了大钱！
5.0, 有人认为孙悟空不能谈恋爱，是对原著的不尊重。但在我看来，吴承恩在这部小说中尊佛抑道难道不是对道教的不尊重？真是的，只要作品好看，达到了观众的期待望，在艺术上又有所建树就足够了，我们不能要求太多。
2.0, 【C-】居然在国产片里同时看到了男同性恋，女同性恋，异装癖，性倒错。刘镇伟厉害！拍了部LGBT宣传电影！
0, 观影体验有点像有个初恋未完结，拼命回去找他，发现他还是那么蠢，还有了肚腩，正在靠出轨拯救自己的中年危机。但你们见面后还是滚了床单。
1.0, 天呢噜，所谓的西游，这部电影的各种人物之间完全看不出有感情……刘镇伟终于毕其功毁了至尊宝，一生所爱……韩庚这种二逼脸也能拽拽的当偶像，狗眼已瞎
5.0, 看到很多孩纸在吐槽换了演员就毁了经典，电影艺术还是往前在发展，剧情是经典就行了
1.0, 呵呵呵呵 想到会很烂 但没想到这么烂！
5.0, 三个词来概括这部电影，有喜剧，有爱情，有深度，是9月份难得的一部佳作，喜欢《大话西游》系列电影的观众一定不要错过。
1.0, 哈哈，水军来啦
1.0, 麻痹，太可怕了，不戴眼镜已经够可怕了，戴上眼镜看到3D五毛特效就更可怕了，台词水，表演水，配音水，故事水，连个基本的节奏都没有，感觉就像几个网大拼接在一起的，段子也太老了点，刘镇伟你真是史无前例的裱碾！
2.0, 2.5星吧，不知道炒冷饭还能炒多久。但这一部的确还有些梗挺好笑的。
5.0, 感觉唐嫣的紫霞扮相还是挺美的，只是气场上比朱茵要小一圈。朱茵版紫霞有点儿霸道，唐嫣版紫霞更小女人。
1.0, 看不都不想看，直接一星，别毁了经典
5.0, 看过第一版粗剪，深深地觉得新时代需要新的大话，这是
1.0, 不错不错，憋了20年，拉出一坨翔……
4.0, 古装电影感觉举步维艰呀，不过这部电影唐嫣的紫霞竟然惊艳到我了，有灵气，颜值高，真心美。总体来说还是不错的，既然有经典在前，后人也就是投入去演绎，展现自己的作品啦。。
1.0, 刘镇伟是雄心勃勃想复刻经典，还是死皮赖脸啃老本，从他找的两个主演就可以看出来行骗成本都快掏不出来了。
5.0, 唐嫣真的好美，她不同于朱茵那种仙气的美，她是一种痴情、执着，似邻家女孩般得美，糖糖果然没有让我们失望。
5.0, 在这个拼颜值的年代里，《大话西游3》的阵容绝对上乘啊，比起前两部那简直一脚登天啊，哈哈~
5.0, 关于牛香香爱情那段明显是借鉴梁祝啊，真是被刘镇伟的想象力深深得折服，还有阿凡达、杰克逊的元素，让人笑出腹肌！
1.0, 没看 ，但是确定很烂 ，不管是从导演到演员 ，尤其是导演真没见过这么无耻的导演，无耻到下作的地步！骗子！我就是来拉低分数的能救一个是一个！
1.0, 笑点全集中在唐僧吴京上。其他？额……呵呵……
1.0, 【F】14年，刘镇伟已经14年没拍过豆瓣评分6分以上的电影了啊。所以别再鬼扯“经典前作导演回归”之类的屁话了，就算他突然回光返照，有韩庚+唐嫣+何炅的电影，也是绝对是负分。莫文蔚的作用是证明这还是“大话西游”，吴京究竟来趟这浑水干嘛？我只想知道，星爷看了这电影，不知作何感想？
1.0, 我为这部电影付了30元大元，现在很心疼。
5.0, 原来春十三娘是阿娇啊，她和莫文蔚还真是CP感十足呢，这对欢喜冤家为整部电影添加了不少笑料，如果阿娇戏份再多些就好了。
1.0, 上映前就能猜到是部烂片，现在看评分，我又猜对了！
1.0, 《寄生兽》审查不通过的食脑虫居然让这厮夺了去，何德何能？刘镇伟妄图用来补上以前没填上的剧情坑，可现在玩的却尽是些令人尴尬症频犯的东西，别再玷污“后现代”这个词啦。六耳猕猴和青霞生下了唐僧，整部戏居然跟孙悟空半毛关系都没有，影院全程无笑果也是I服了YOU。
5.0, 比《西游降魔篇》个人感觉要更喜欢这个，这是一部纯粹的喜剧，有完整的故事架构，在特效上做得也不错，不像降魔篇那样暴力血腥。
3.0, 来说句真心话，因为预期实在太低，看完片后发现还不错，笑点也挺足的。唐嫣也能不那么傻白甜。剧情太过无厘头了，但又好像解释了很多1、2部里的情节。不知道到时候西游记研究协会会不会出来指责这部片子😂😂😂还是值得进电影院一观的
1.0, 唐嫣的台词功力真是。。。
1.0, 糖腌菜紫虾仙女
2.0, 丈二和尚摸不着头脑
1.0, 替主演们羞耻。。。。
5.0, 电影院看得很欢乐，有笑点有泪点，当《一生所爱》这首歌播出来时，好多影院的观众跟着唱，这还是我看电影第一次遇到全场合唱。
1.0, 我只是大一⭐给大龄小偷
5.0, 看得出刘伟强的精气神一点都没有老，无论是硬件和软件，《大话西游3》的卖相都还那么成熟和坚挺，也终于让这系列有了不错的收尾。
1.0, 韩庚丑八怪！！！
1.0, 导演是哪里来的勇气，敢请韩庚演至尊宝
1.0, 我是来平衡一下水军的
1.0, 水军占领的太快，我来均衡下。另外，打五星能给多少钱？
1.0, 骂它都觉得抬举它了
2.0, 挺烂的，但是也没烂到评论区里这么不堪。至少刘镇伟搞了这么一大摊子来解决影迷们对于紫霞之死20年来的耿耿于怀，还是颇令人唏嘘的。如果这是一个同人化的作品，那可能还是及格的。但刘镇伟的尴尬在于，当年他开创的故事，因为被星爷光环笼罩，反而连他自己都无权续写，也挺可怜。
1.0, 尴尬症犯了 从头至尾随意去厕所
1.0, 我没去看，不不想看，点进来就是想说句谁看谁傻逼！
1.0, 这不是IP，总拍续集是吃老本的自己作死。
5.0, 唐嫣美美哒，这版紫霞仙子比朱茵版的欢乐不少哈，太逗了。。。哈哈哈。。。
5.0, 唐嫣演的紫霞仙子太漂亮了，唐嫣自愿嫁给牛魔王，简单太有理想太有报负了。也倒是，再怎么说牛魔王也是牛人一枚啊！更何况牛哥长得还挺帅！
1.0, 这个导演不把这IP拍死不罢休
3.0, 唐僧是六耳猕猴和青霞生的！！！父母最后全裸在灯里守候！吴京不仅顶着牛在悬崖边狂奔，还抱着琵琶同大家飙歌《一生所爱》，牛魔王被妹妹吃了，还变成巨怪兽，天兵天将来袭击，刘镇伟再次在九道轮回里证明他还是那个编剧技安？品质究竟如何？观众会用脚为它投票！
1.0, 不要以为粘上几根毛，拿个铁棒，你就是孙悟空了！啊呸，吔屎啦！
5.0, 果然还是那个味道
5.0, 暑假档没一部现象级大片，现在开学了，《大话3》终于要上了，看好这部电影票房，一扫时下电影市场的颓势。
0, 负分滚出！《六耳猕猴与青霞的爱情故事》，全片最厉害的是哪吒他爹，牛的妹妹是蛇精，唐三藏是猴的种，白晶晶和春三十娘是lesbian.哦天哪！
5.0, 这片的导演或者编剧换成周星驰，只需要一个名字，全片都不用动，分数起码高两分
5.0, 片中紫霞仙子对战白晶晶的动作戏，那种静止慢镜头，完全是在向《X战警》的快银致敬啊，刘镇伟真是香港导演里除徐克之外的最大鬼才啊。
5.0, 还是挺好看的，搞活动买的，10元一张票
5.0, 你们确定六耳猕猴也是韩庚演的？确定没有用替身？我怎么一点儿也看不出来？到底是化妆太骗人，还是韩庚演技太好？
1.0, 同事一定要去看，看完后她不说话了。电影没啥可评的，我就想知道莫文蔚为啥要参与进来，哎……
0, 要不是有“一生所爱”这首歌，我特么根本不会抬起眼皮
5.0, 刘镇伟走出了自己的一套独立的电影美学，他向所有观众证明了那句：搞笑，我们是认真的。看好这部《大话西游3》入选2016年度十佳电影。
1.0, 如果有月光宝盒，我相信更多的人想穿越过去阻止刘镇伟不要做这件傻逼的事。侮辱自己一点都不好玩。就好比一个文采平庸的人突然写出了一部佳作，然后20年他靠重复自己模仿自己甚至是操自己来寻求关注，很不酷甚至很该死。
1.0, 足以写进教科书的一部烂片
5.0, 虽然没有了星爷，但片子仍然好看，
3.0, 原来这故事只是把孙悟空和紫霞的事移到了六耳猕猴与青霞身上。故事编剧还是—技安，真是让人脑洞大开。除了特效糙些，娱乐性还不错，故事也算能自圆其说。黄征演的玉皇大帝真是个逗逼。
3.0, 喜欢人物细节无处不在的完整感，在习惯了瞎人眼的特效和演技，习惯了不连贯的突兀的故事叙述和人物之后，这次刘镇伟不算特别讨厌。天书写错和新一对cp的设定也算是煞费苦心。可是完成度太差了。论港片的没落，资源全萎缩。
4.0, 其实还可以的啦，虽然没有前面经典，但是也还可以
1.0, 辣眼睛
1.0, 韩庚毫无演技，唐嫣相当尴尬，剧情瞎搞又不好笑，毁童年系列，求别再让烂片消费情怀
1.0, 如果你看完给了差评，那你也怨不得别人。这片，谁看谁傻逼！
5.0, 谁说打星就不能耍嘴皮子，吴京不仅功夫了得，演技也是一级棒哈。虽然没有“only you！”原唱罗家英那么“辣眼睛”，却同样搞怪搞笑无极限……
5.0, 对韩庚总是那么没抵抗力，他的帅，他的才华深深折服了我，他的表演成功撑起了整部电影，看好他会凭借这个角色拿影帝。
1.0, 导演刘镇伟跟编剧技安都可以去死了，有着想靠IP捞钱的心更可以鞭尸，穷途末路的续集之作，消费经典糟蹋回忆，屁缝中拼凑出来的剧本，依然兜兜转转的在原地踏步，一群毫无灵气的演员用蹩脚的复读技能又磕碜了一遍所有前作经典对白，那冰冷尴尬之感能窜遍整个影院，赤裸裸的侮辱了一把“大话”影迷的智商
3.0, 纯粹恶搞经典，当填空乐子看看也不错。
3.0, 大话西游三证明了刘镇伟的重要性。同样也证明了周星驰的不可替代。真正的喜剧的内核是悲剧。刘镇伟全片铺设笑点，做到了无厘头。而周星驰做到这却是把无厘头变成了真内核，真悲剧。当两个至尊宝同说出  他好像条狗啊！ 的时候就注定和大话西游12是不同的片子了。
5.0, 牛魔王真的好帅，比陆树铭版要出彩太多。话说，牛魔王都可以是帅哥了，让我们这些屌丝还怎么面对人生……
1.0, 有韩庚就该知道
1.0, 看电影的时候我非常担心唐嫣的脑门会戳破荧幕，韩庚的演技也是一如既往的尴尬。这版大话西游戳不中我的笑点，果然，没有星爷的大话西游只不过是“大话西游”而已。
3.0, 为了情怀～最喜欢的点是牛香香和螳螂精的爱情，没有大粗长的狂野，却有短而精魅惑。只那么几个镜头，就把梁祝的故事给颠覆了，很好很污。
1.0, 我从来也不是大话西游的铁杆粉，但我不否认这个作品的经典地位。我就想问问你们二位主演：觉得自己何德何能，敢接至尊宝和紫霞？你们真觉得自己会侥幸不挨骂么？
2.0, 当然知道这是在低级烂俗喜剧和贩卖情怀的套路，但还是冲着《大话西游》这个名头走进了电影院。其实心情很复杂，一个六十多岁的老导演要靠吃老本来养老；一个被拍烂的题材遭到了恶意的翻拍；一群演技都不在线的演员喊着致敬经典；一个被奉为后现代主义经典的爱情悲剧要被强行圆成一个大团圆的结局，尴尬
4.0, 这一部，给了所有人一个完美的结局。紫霞有了她的真挚爱情，至尊宝也不用戴上紧箍咒。只是如此，他还是那个盖世英雄吗？有句话说「陪你喝醉的人注定不能送你回家」，所以，他也不能即是盖世英雄，又是你平淡的爱情吧。不完美才是完美，大话西游该有的结局，还是那句话，「那个人，好像一条狗啊」。
1.0, 好好一部戏，至尊宝和紫霞成了插科打诨的路人，配合青霞和六耳猕猴一会演绎无厘头的烂剧，一会演绎黑社会和阿飞正传
5.0, 硬要说20年前两部《大话西游》有什么遗憾的话，那就是以一个悲剧做结尾了。估计刘镇伟也是听到大家心声了。《大话西游3》的结尾不悲剧。
5.0, 莫文蔚都结婚了，这么多年过去了依然那么年轻，和前两部电影的形象并无太大差别，真是保养得宜啊，喜欢她和春三十娘的CP感，太逗。
1.0, 去你妈逼
1.0, 《大话西游3》3D：刘镇伟再这么明目张胆地骗钱，我可要报警了！他蠢到非要亲手毁掉自己缔造的经典，黔驴技穷之下只能利用原作的场景和台词进行再创造，把原本的想象空间都填满了，沦为模仿秀式的综艺剧。喜剧表演需要专业性，让这帮门外汉演员来逗我们笑，使出了洪荒之力也是白搭。提名：最烂影片/☆
5.0, 特效不错，特别是那条和孙悟空激战的巨龙，做得太令人震撼了，那种飞沙走石，那种宏伟壮观，完全是好莱坞大片的水准，值回票价。
2.0, 这狗尾续貂的结局改写真的是对记忆的抹杀，这不是悬疑片啊，人物关系搞那么乱却完全是依靠角色之口将其托出，是在搞观众么？几位主演的选角也是教科书式的失败，完全撑不起一代人心中经典的份量。既然你选了这四个字当片名，那就要对得起它。据说导演的下一部大话西游已经在路上了，我真是普你老母。
2.0, oh my…
5.0, 经典虽然难以逾越，但好IP总能带给人不尽的精神享受。《大话西游3》难说再见！
1.0, 什么烂片还害的我在影院里如坐针毡，操！操！操！
5.0, 唐嫣版紫霞很清纯，就是瘦了些让人有些心疼。喜欢她摇手铃的经典动作，和朱茵在气质上真是傻傻分不清楚，难怪至尊宝会那么喜欢她。
5.0, 影片中那首《一生所爱》真是经典啊，瞬间将人拉回到了曾经的记忆中，为了这首歌，为了那些错过的爱情，必须二刷。
2.0, 致敬须谨慎，续貂或败笔。团圆无意义，圈钱莫装逼。
1.0, 唐僧居然是六耳猕猴的儿子，好久没看过这么尴尬的电影了……不断刷新的年度最烂记录
4.0, 看到玉皇大帝都这样坑，我决定一定不能放过我马虎的儿子一马，真怕他将来范大错呀，玉皇大帝真是教育孩子很好的反面教材呀
1.0, 小号被水军盗号，目的是为打五星。所以我愉快地用小号大号给你一颗烂星。
3.0, 看了电影，找回了大话的感觉，还是那么无厘头和恶搞，相信也会成为大家议论的焦点和经典。唐嫣的使命也算完成了，青霞和紫霞演出了两种完全不同的味道，尤其是青霞更出彩
1.0, 唐嫣是我最不喜欢的女演员没有之一，欣赏不了这位的颜
5.0, 回忆中的大话西游终究是留下了遗憾的，作为一部这么经典的喜剧爱情，怎么能以悲剧收场呢，现在看到了第三部，从心里上来说，总算是圆满了。
5.0, 红孩儿让人印象深刻，不论是满身红的造型还是帅到爆的颜值，演技还不错呢
1.0, 创造力萎靡殆尽，就十几年如一日地刷新底线消费情怀，对观众毫无敬畏之心的导演能不能带着你的烂片和演技为负的渣演员一起狗带！
2.0, 一开始最让我反感的紫霞扮演者却是唯一表现合格的，其他的全程智商不在线。
1.0, 16/100
3.0, 冲着唐嫣去的，本来期望值也不高，好在没有想象的差，不过唐嫣和韩庚的演技确实不咋地，特效5分不能再多了，另外，朱茵的紫霞固然美得不可方物，个人感觉唐嫣的扮相也算挺好看的
5.0, 情怀总在不经意间被激发出来，尤其是还有这么欢乐的故事和角色。《大话西游3》的意义，至少对于我和他来说，太重要了。
2.0, 公映3D
5.0, 刘镇伟在开脑洞填坑的时候，竟然用了“六耳猕猴代替了孙悟空去取经”这个近两年在网络上很火的梗。菩提老祖可真够赶时髦滴~~
4.0, 是一部颠覆性的续作，我们所认识的盖世英雄孙大圣只不过是一个“官方”的形象，背后不为人知的真相却是六耳猕猴为了真爱，为了家庭，不得不放弃自己的身份，答应玉帝提出的条款承担了一切，甚至这些所谓的“条款”还面临着被当权者“撕票”的可能。
1.0, 没有最烂，只有更烂，为何周星驰会让他们拍这砸招牌的垃圾玩意！
5.0, 等啊等，终于等到这部《大话西游3》。看得还是不过瘾，不会真的是终结篇吧。好期待还会有续作。
1.0, 注定是一部连水军都无法撑起的大烂片！韩庚唐嫣一生黑！
2.0, 一星半。自己给自己BJ但久吮不出真的好辛苦好执着的模样简直吓尿我了。故事主体参考了“真假孙悟空阴谋论”和十大童年阴影之黑猫警长大破螳螂的爱，妹噬兄的伦理颠坏实在异能。导演穷尽脑力去瓦解周星驰影史地位实乃心机，影响一代中国青少年的后现代什么主义圣经就这么莫名结束了。就别听歌了好吗。
3.0, 永远不合时宜的技安，纵把深情藏匿，也不再有人去搜寻破解了，经历资讯和媒体洗礼的人们甚至都按捺不住咒骂的举动，心疼大话西游的名声，可怜过期的技安。
1.0, 一分，不问为什么，我就是来黑你的
rate,comment
1.0, 一分，不问为什么，我就是来黑你的
1.0, 天哪什么鬼！
1.0, 星爷的大话西游，我们欠他一张电影票。韩庚的大话西游，也请赔我一张电影票！
2.0, 我必须非常激动的说一句，比盗墓笔记好看。1实景拍摄少的可怜，都是很差的特效2武打镜头很差3开了一些脑洞
5.0, 黄征演的玉帝感觉很现实，也很真实，真正的统治者往往就是那样阴暗，感觉整部电影这个角色是改编得最成功的，黄征演技和唱功一样棒。
5.0, 不得不说，《大话西游3》的置景真是用心了，肯定是在大西北实地拍摄的，那种风情与荒芜非常写实，看来1.3亿的制作成本真是没白花这钱。
1.0," 六耳猕猴：关我屁事。
求封杀刘镇伟，晚节不保。不对，早就没晚节了。"
5.0, 因为喜欢周星驰，才喜欢上《大话西游》，这部续作虽然不及前两部的高度，但放在时下也已经是一部上乘之作了，预计票房是爆。
5.0, 从头笑到尾，旁边的观众正在喝可乐都喷了，影片并没有用老梗，很多新梗在特定的剧情中达到了出奇不意的喜剧特效，送上32个赞！
2.0, 另一种逻辑
1.0, 本身就是打着怀旧经典口号的圈钱之作 韩庚有空去做个拉皮吧 脸上褶子不能看了
2.0, 演员们的表演太刻意，笑点仅仅只能达到凑合的程度，吴京傻不拉几的演技真心尴尬，白晶晶存在的意义就是为了跑个龙套？王一博的后台到底有多强大？不过唐嫣虽然不及朱茵但好歹还是觉得她挺漂亮的，嗯，多加一星吧。
5.0, 至尊宝和唐僧玩滑板的那段戏拍得真心不错啊，不输《速度与激情》啊，那只牛做得也非常震撼，把整部影片推向了一个高潮。
2.0, 看了这么多大话西游衍生作品，第一次觉得葡萄玩的太过分了，换演员也就忍了，连原始设定都改的一塌糊涂还敢叫3？这种粉丝和新观众谁都满足不了的作品没有拍的意义
1.0, 拿钱去死吧
2.0, 笑点很尴尬，致敬很尴尬，抄袭很尴尬，炒剩饭都炒的那么没诚意。
1.0, 太晦涩了，我看不懂，不懂这片为什么要拍出来。
1.0, 看评分比至少有45%的水军，如果不是，我不相信有这么多人没脑子，真的，脑子是个好东西。
3.0, 比预想的好
1.0, bitch，i hate you
1.0, 孽畜们 还不快收手
5.0, 大话西游里的师徒关系再二十年前就已经爆表，如今吴京和韩庚更是无底线加无极限，看了不爆笑，找我退票！！！
5.0, 罗家英演的唐僧已然是大银幕搞笑标杆，吴京这回胆子果真不小，敢挑战这么晃眼的高度。事实证明，吴京的表现优秀，另一种风格的诙谐加当今流行的逗比方式，让唐僧有了新解读，哈哈哈
5.0, 我去，唐僧秒变阿凡达那段简直让人笑翻了。真是hold不住的节奏啊。吴京原来这么能逗啊。
5.0, 韩庚演的至尊宝，没怎么撩到我的笑点；可是韩庚演的六耳猕猴，反而真真撩到了我的燃点哦。这六耳猕猴，重情重义，太TM燃了。
5.0, 喜欢这部电影，刘镇伟拍出了港片喜剧的风格，它不同于大陆喜剧片那样为了搞笑而搞笑，《大话3》的意义在于，他可以让人笑着流泪，很难得。
5.0, 我的意中人是个盖世英雄，他会踏着七彩祥云来娶我。看到这句时我哭了，第一次听到这句台词时是和前男友一起看的，转眼已经11年过去了，真是满满都是回忆，句句都是青春啊……在我心中，他永远是我的盖世英雄。
5.0, 韩庚看上去的“嫩”气质反倒给了他不错的契机，五百年前的至尊宝和心有爱意的紫霞，在这样的“稚嫩”节奏里，更贴切有趣。也慨叹导演刘镇伟的功力。
